_ID_,_VAL_
0,490.312377929687500
1,83.182174682617188
2,86.904983520507812
3,83.182174682617188
4,83.182174682617188
5,83.182174682617188
6,704.719909667968750
7,478.828063964843750
8,482.550872802734375
9,478.828063964843750
10,478.828063964843750
11,478.828063964843750
12,561.536071777343750
13,428.471862792968750
14,432.194671630859375
15,428.471862792968750
16,428.471862792968750
17,428.471862792968750
18,745.697448730468750
19,366.359924316406250
20,370.082733154296875
21,366.359924316406250
22,366.359924316406250
23,366.359924316406250
24,492.048095703125000
25,428.471862792968750
26,432.194671630859375
27,428.471862792968750
28,428.471862792968750
29,428.471862792968750
30,730.043579101562500
31,586.084045410156250
32,589.806884765625000
33,586.084045410156250
34,586.084045410156250
35,586.084045410156250
36,497.768707275390625
37,83.182174682617188
38,86.904983520507812
39,83.182174682617188
40,83.182174682617188
41,83.182174682617188
42,368.316955566406250
43,332.183105468750000
44,335.905914306640625
45,332.183105468750000
46,332.183105468750000
47,332.183105468750000
48,490.312377929687500
49,83.182174682617188
50,86.904983520507812
51,83.182174682617188
52,83.182174682617188
53,83.182174682617188
54,469.626220703125000
55,362.671752929687500
56,366.394561767578125
57,362.671752929687500
58,362.671752929687500
59,362.671752929687500
60,521.807067871093750
61,372.848327636718750
62,376.571136474609375
63,372.848327636718750
64,372.848327636718750
65,372.848327636718750
66,429.668884277343750
67,384.949737548828125
68,388.672546386718750
69,384.949737548828125
70,384.949737548828125
71,384.949737548828125
72,582.277709960937500
73,391.522338867187500
74,395.245147705078125
75,391.522338867187500
76,391.522338867187500
77,391.522338867187500
78,487.348388671875000
79,372.362731933593750
80,376.085540771484375
81,372.362731933593750
82,372.362731933593750
83,372.362731933593750
84,686.698486328125000
85,474.627655029296875
86,478.350463867187500
87,474.627655029296875
88,474.627655029296875
89,474.627655029296875
90,497.768707275390625
91,83.182174682617188
92,86.904983520507812
93,83.182174682617188
94,83.182174682617188
95,83.182174682617188
96,357.546203613281250
97,478.828063964843750
98,482.550872802734375
99,478.828063964843750
100,478.828063964843750
101,478.828063964843750
102,490.312377929687500
103,83.182174682617188
104,86.904983520507812
105,83.182174682617188
106,83.182174682617188
107,83.182174682617188
108,677.940979003906250
109,464.139099121093750
110,467.861907958984375
111,464.139099121093750
112,464.139099121093750
113,464.139099121093750
114,800.201965332031250
115,414.948181152343750
116,418.670989990234375
117,414.948181152343750
118,414.948181152343750
119,414.948181152343750
120,497.768707275390625
121,83.182174682617188
122,86.904983520507812
123,83.182174682617188
124,83.182174682617188
125,83.182174682617188
126,496.699890136718750
127,466.582092285156250
128,470.304901123046875
129,466.582092285156250
130,466.582092285156250
131,466.582092285156250
132,586.176147460937500
133,396.101959228515625
134,399.824768066406250
135,396.101959228515625
136,396.101959228515625
137,396.101959228515625
138,497.768707275390625
139,83.182174682617188
140,86.904983520507812
141,83.182174682617188
142,83.182174682617188
143,83.182174682617188
144,443.879333496093750
145,342.395324707031250
146,346.118133544921875
147,342.395324707031250
148,342.395324707031250
149,342.395324707031250
150,490.312377929687500
151,83.182174682617188
152,86.904983520507812
153,83.182174682617188
154,83.182174682617188
155,83.182174682617188
156,563.703247070312500
157,380.210937500000000
158,383.933746337890625
159,380.210937500000000
160,380.210937500000000
161,380.210937500000000
162,497.768707275390625
163,83.182174682617188
164,86.904983520507812
165,83.182174682617188
166,83.182174682617188
167,83.182174682617188
